UNIT,PLANT,PARENT,URL,SPONSOR,CAPACITY_MW,STATUS,REGION,COUNTRY,SUBNATIONAL_UNIT,GEOPOINT
Unit 8,Baotou-1 Power Station,China Huaneng Group [74.8%]; Guangdong Hengjian Investment Holding Co Ltd [15.2%]; China Shenhua Energy Co Ltd [10.0%],https://www.gem.wiki/Baotou-1_power_station,,125,Operating,Asia,China,Inner Mongolia,40.65667
Unit 9,Baotou-2 Power Station,Inner Mongolia Mengdian Huaneng Thermal Power Corporation Ltd,https://www.gem.wiki/Baotou-2_power_station,,200,Operating,Asia,China,Inner Mongolia,40.67711
Unit 5,Baotou-2 Power Station,Inner Mongolia Mengdian Huaneng Thermal Power Corporation Ltd,https://www.gem.wiki/Baotou-2_power_station,,50,Retired,Asia,China,Inner Mongolia,40.67711
Expansion,Baotou-2 Power Station,Inner Mongolia Mengdian Huaneng Thermal Power Corporation Ltd,https://www.gem.wiki/Baotou-2_power_station,,1200,Cancelled,Asia,China,Inner Mongolia,40.67722
Phase Vi,,,,,,,,,,
Phase I,,,,,,,,,,
Unit 4,Bayi Zaozhuang Power Station,Zaozhuang Bayi Coal Water Slurry Thermal Power Co Ltd,https://www.gem.wiki/Bayi_Zaozhuang_power_station,,350,Cancelled,Asia,China,Shandong,34.82839
Unit 1,Bei'An Power Station,China Energy Investment Corp,https://www.gem.wiki/Bei'an_power_station,,50,Operating,Asia,China,Heilongjiang,48.23233
Unit 2,Bei'An Power Station,China Energy Investment Corp,https://www.gem.wiki/Bei'an_power_station,,50,Operating,Asia,China,Heilongjiang,48.23233
Phase I,,,,,,,,,,
Unit 1,Beihai Mill Power Station,Stora Enso Pulp & Paper Asia [85.0%],https://www.gem.wiki/Beihai_Mill_power_station,,70,Operating,Asia,China,Guangxi,21.53862
Unit 1,Beijing Yire Power Station,Gd Power Development Co Ltd [40.2%]; Clp China (Tianjin) [30.0%]; China Shenhua Energy Co Ltd [29.8%],https://www.gem.wiki/Beijing_Yire_power_station,,200,Retired,Asia,China,Beijing,39.91016
Phase Ii,,,,,,,,,,
Phase Iv,,,,,,,,,,
Phase I,,,,,,,,,,
Phase Ii,,,,,,,,,,
Phase I,,,,,,,,,,
Unit 1,Beixinyao Power Station,Jinneng Holding Shanxi Electric Power Co Ltd,https://www.gem.wiki/Beixinyao_power_station,,1000,Pre-Permit,Asia,China,Shanxi,39.10306
Unit 6,Bengbu Tushan Cogen Power Station,Cofco Biotechnology Co Ltd,https://www.gem.wiki/Bengbu_Tushan_cogen_power_station,,60,Operating,Asia,China,Anhui,32.9284
Phase Ii,,,,,,,,,,
Phase Ii,,,,,,,,,,
Unit 7,Binzhou Works Power Station,Shandong Weiqiao Investment Holding Co Ltd [19.8%]; Shandong Weiqiao Pioneering Group Co Ltd [19.0%]; Binzhou Hanchuang Technology Development Partnership Lp [12.7%],https://www.gem.wiki/Binzhou_Works_power_station,,45,Retired,Asia,China,Shandong,37.381
Unit 8,Binzhou Works Power Station,Shandong Weiqiao Investment Holding Co Ltd [19.8%]; Shandong Weiqiao Pioneering Group Co Ltd [19.0%]; Binzhou Hanchuang Technology Development Partnership Lp [12.7%],https://www.gem.wiki/Binzhou_Works_power_station,,45,Retired,Asia,China,Shandong,37.381
Unit 1,Cangzhou Bohai Power Station,China Resources Power Holdings Co Ltd,https://www.gem.wiki/Cangzhou_Bohai_power_station,,350,Operating,Asia,China,Hebei,38.36164
Unit 2,Caofeidian Works Power Station,Beijing Shougang Co Ltd,https://www.gem.wiki/Caofeidian_Works_power_station,,300,Operating,Asia,China,Hebei,38.94406
Unit 2,Ceec Chongzuo Power Station,China Energy Engineering Corp Ltd,https://www.gem.wiki/CEEC_Chongzuo_power_station,,660,Construction,Asia,China,Guangxi,22.49487
Unit 1,Changchun Southeast Power Station,Jilin Electric Power Co Ltd,https://www.gem.wiki/Changchun_Southeast_power_station,,350,Operating,Asia,China,Jilin,43.65099
Unit 3,Changchun-2 Power Station,Changchun Erdao Industrial Development Co Ltd [46.6%]; China Datang Corp [46.6%],https://www.gem.wiki/Changchun-2_power_station,,220,Operating,Asia,China,Jilin,43.88442
Unit 6,Changchun-2 Power Station,Changchun Erdao Industrial Development Co Ltd [46.6%]; China Datang Corp [46.6%],https://www.gem.wiki/Changchun-2_power_station,,220,Operating,Asia,China,Jilin,43.88442
Unit 2,Changchun-3 Power Station,China Datang Corp,https://www.gem.wiki/Changchun-3_power_station,,300,Operating,Asia,China,Jilin,43.77806
Unit 6,Changle Shengshi Power Station,China Yuanbo Paper [79.9%]; Shengtai Holding [20.0%],https://www.gem.wiki/Changle_Shengshi_power_station,,30,Operating,Asia,China,Shandong,36.73931
Unit 2,Changsha Power Station,Huadian Power International Co Ltd [70.0%]; Shaanxi Coal And Chemical Industry Co Ltd [30.0%],https://www.gem.wiki/Changsha_power_station,,600,Operating,Asia,China,Hunan,28.48861
Unit 11,Changshan Power Station,China Datang Corp,https://www.gem.wiki/Changshan_power_station,,660,Cancelled,Asia,China,Jilin,45.31697
Unit 3,Changshu-1 Power Station,China Power International Development Co Ltd [50.0%]; Jiangsu Guoxin Investment Group Ltd [25.0%]; Suzhou International Development Group Co Ltd [17.5%],https://www.gem.wiki/Changshu-1_power_station,,330,Operating,Asia,China,Jiangsu,31.75658
Unit 7,Changshu-1 Power Station,China Power International Development Co Ltd [50.0%]; Jiangsu Guoxin Investment Group Ltd [25.0%]; Suzhou International Development Group Co Ltd [17.5%],https://www.gem.wiki/Changshu-1_power_station,,660,Announced,Asia,China,Jiangsu,31.7532
Unit 2,Changshu-2 Power Station,China Resources Power Holdings Co Ltd,https://www.gem.wiki/Changshu-2_power_station,,650,Operating,Asia,China,Jiangsu,31.75776
Unit 3,Changshu-2 Power Station,China Resources Power Holdings Co Ltd,https://www.gem.wiki/Changshu-2_power_station,,650,Operating,Asia,China,Jiangsu,31.75776
Unit 2,Changxing Zsep Power Station,Zhejiang Zheneng Electric Power Co Ltd [95.0%],https://www.gem.wiki/Changxing_ZSEP_power_station,,300,Cancelled,Asia,China,Zhejiang,30.97929
Unit 1,Changzhi Cogen Power Station,Shanxi State-Owned Capital Investment And Operation Co Ltd [46.1%]; China Energy Investment Corp [20.0%]; Jinneng Group Co Ltd [17.3%]; Jinneng Holding Group Co Ltd [5.1%],https://www.gem.wiki/Changzhi_cogen_power_station,,330,Operating,Asia,China,Shanxi,36.19339
Phase I,,,,,,,,,,
Phase I,,,,,,,,,,
Phase Ii,,,,,,,,,,
Phase Ii,,,,,,,,,,
Unit 1,Changzhou Yatai Cogen Power Station,Yaneng United Development [75.0%]; Jiangsu Wujin Economic Development Group Co Ltd [25.0%],https://www.gem.wiki/Changzhou_Yatai_cogen_power_station,,55,Operating,Asia,China,Jiangsu,31.76511
Unit 2,Changzhou Zhongtian Iron & Steel Power Station,Changzhou Zhongtian Iron And Steel Co Ltd,https://www.gem.wiki/Changzhou_Zhongtian_Iron_%26_Steel_power_station,,60,Retired,Asia,China,Jiangsu,31.70778
Phase I,,,,,,,,,,
Phase Ii,,,,,,,,,,
Unit 1,Chaoyang Gdp Power Station,Gd Power Development Co Ltd [57.5%]; China Shenhua Energy Co Ltd [42.5%],https://www.gem.wiki/Chaoyang_GDP_power_station,,200,Retired,Asia,China,Liaoning,41.61429
Unit 1,Chaoyang Yanshanhu Power Station,Tianjin Yanshan Lake Power Technology Investment Partnership Lp,https://www.gem.wiki/Chaoyang_Yanshanhu_power_station,,600,Operating,Asia,China,Liaoning,41.50726
Unit 5,Chaoyang Yanshanhu Power Station,Tianjin Yanshan Lake Power Technology Investment Partnership Lp,https://www.gem.wiki/Chaoyang_Yanshanhu_power_station,,1000,Cancelled,Asia,China,Liaoning,41.50726
Unit 6,Chaoyang Yanshanhu Power Station,Tianjin Yanshan Lake Power Technology Investment Partnership Lp,https://www.gem.wiki/Chaoyang_Yanshanhu_power_station,,1000,Cancelled,Asia,China,Liaoning,41.50726
Unit 1,Chengde Dongsheng Power Station,Persons [78.0%]; Kailuan(Group) Limited Liability Corp [13.9%],https://www.gem.wiki/Chengde_Dongsheng_power_station,,30,Operating,Asia,China,Hebei,40.53871
Cogen Unit 1,Chengde Shangbancheng Power Station,Hebei Construction Investment Energy Investment Co Ltd [93.9%]; Hebei Construction & Investment Group Co Ltd [6.1%],https://www.gem.wiki/Chengde_Shangbancheng_power_station,,350,Operating,Asia,China,Hebei,40.80364
Unit 12,Chengdu Jialing Power Station,State Grid Corporation Of China,https://www.gem.wiki/Chengdu_Jialing_power_station,,142,Retired,Asia,China,Sichuan,30.65848
Unit 4,Chengfeng Cogen Power Station,Shanxi Xiangkuang Group Co Ltd [46.2%]; Shanxi Zhongruimei Electrochemical Co Ltd [23.3%]; Persons [18.0%]; Shanxi Xiangkuang Group Co Ltd Trade Union Committee [11.0%],https://www.gem.wiki/Chengfeng_Cogen_power_station,,50,Operating,Asia,China,Shanxi,36.49964
Unit 5,Chentangzhuang Power Station,Tianjin State-Owned Capital Investment And Management Co Ltd,https://www.gem.wiki/Chentangzhuang_power_station,,135,Retired,Asia,China,Tianjin,39.05382
Unit 9,Chentangzhuang Power Station,Tianjin State-Owned Capital Investment And Management Co Ltd,https://www.gem.wiki/Chentangzhuang_power_station,,300,Retired,Asia,China,Tianjin,39.05382
Phase Iii,,,,,,,,,,
Phase Iv,,,,,,,,,,
Phase Ii,,,,,,,,,,
Phase I,Chinalco Qingyang Zhengning Luochuan Power Station,Aluminum Corporation Of China,https://www.gem.wiki/Chinalco_Qingyang_Zhengning_Luochuan_power_station,,1200,Cancelled,Asia,China,Gansu,35.49
Unit 2,Chizhou Jiuhua Power Station,An Hui Wenergy Co Ltd [49.0%]; Gd Power Development Co Ltd [29.3%]; China Shenhua Energy Co Ltd [21.7%],https://www.gem.wiki/Chizhou_Jiuhua_power_station,,300,Operating,Asia,China,Anhui,30.75311
Phase Ii,,,,,,,,,,
Phase I,,,,,,,,,,
Phase I,,,,,,,,,,
Phase Ii,,,,,,,,,,
Phase Ii,,,,,,,,,,
Unit 6,Chongqing Power Station,China Energy Investment Corp,https://www.gem.wiki/Chongqing_power_station,,200,Retired,Asia,China,Chongqing,29.48346
Unit 2,Chongqing Shizhu Power Station,Datang International Power Generation Co Ltd [70.0%]; China Resources Power Holdings Co Ltd [11.5%],https://www.gem.wiki/Chongqing_Shizhu_power_station,,350,Operating,Asia,China,Chongqing,30.38997
Phase Ii,,,,,,,,,,
Phase Iii,,,,,,,,,,
Phase Iii,,,,,,,,,,
Phase Ii,,,,,,,,,,
Unit 3,Chuanning Biotechnology Captive Power Station,Yili Chuanning Biotechnology Co Ltd,https://www.gem.wiki/Chuanning_Biotechnology_captive_power_station,,55,Operating,Asia,China,Xinjiang,43.93609
Unit 1,Chuzhou Power Station,Datang International Power Generation Co Ltd [51.0%]; China Coal Xinji Energy Co Ltd [49.0%],https://www.gem.wiki/Chuzhou_power_station,,660,Construction,Asia,China,Anhui,32.93375
Unit 2,Chuzhou Power Station,Datang International Power Generation Co Ltd [51.0%]; China Coal Xinji Energy Co Ltd [49.0%],https://www.gem.wiki/Chuzhou_power_station,,660,Construction,Asia,China,Anhui,32.93375
Phase Ii,,,,,,,,,,
Unit 2,Cpi Baiyinhua Power Station,State Power Investment Co Ltd,https://www.gem.wiki/CPI_Baiyinhua_power_station,,660,Construction,Asia,China,Inner Mongolia,44.8047
Unit 1,Cpi Dengzhou Power Station,State Power Investment Co Ltd,https://www.gem.wiki/CPI_Dengzhou_power_station,,1000,Cancelled,Asia,China,Henan,32.686
Unit 2,Cpi Dengzhou Power Station,State Power Investment Co Ltd,https://www.gem.wiki/CPI_Dengzhou_power_station,,1000,Cancelled,Asia,China,Henan,32.686
Unit 1,Cpi Dunhua Cogen Power Station,Jilin Electric Power Co Ltd,https://www.gem.wiki/CPI_Dunhua_Cogen_power_station,,70,Shelved,Asia,China,Jilin,43.36211
Unit 1,Cpi Tonghua County Cogen Power Station,Jilin Electric Power Co Ltd,https://www.gem.wiki/CPI_Tonghua_County_Cogen_power_station,,42,Pre-Permit,Asia,China,Jilin,41.68299
Unit 2,Cpi Tonghua County Cogen Power Station,Jilin Electric Power Co Ltd,https://www.gem.wiki/CPI_Tonghua_County_Cogen_power_station,,42,Pre-Permit,Asia,China,Jilin,41.68299
,Cpi Xinjiang Shanshan Power Station,State Power Investment Co Ltd [67.9%]; Xinjiang Investment Development (Group) Co Ltd [32.1%],https://www.gem.wiki/CPI_Xinjiang_Shanshan_power_station,,700,Cancelled,Asia,China,Xinjiang,42.868
Unit 1,Cr Qianxi Power Station,China Resources Power Holdings Co Ltd [69.7%],https://www.gem.wiki/CR_Qianxi_power_station,,660,Pre-Permit,Asia,China,Guizhou,26.89184
Unit 1,Cr Qixingguan Power Station,China Resources Power Holdings Co Ltd [69.7%],https://www.gem.wiki/CR_Qixingguan_power_station,,660,Cancelled,Asia,China,Guizhou,27.29861
Phase Iv,,,,,,,,,,
Phase I,,,,,,,,,,
Phase I,,,,,,,,,,
Phase I,,,,,,,,,,
Phase I,,,,,,,,,,
Phase Ii,,,,,,,,,,
Phase Iii,,,,,,,,,,
Phase Iv,,,,,,,,,,
Unit 4,Dalian Chemical Power Station,Mingyuan Holdings Group Co Ltd [51.0%]; Dalian State Owned Capital Management And Operation Co Ltd [15.9%]; Bank Of China Ltd [5.8%],https://www.gem.wiki/Dalian_Chemical_power_station,,50,Retired,Asia,China,Liaoning,38.96805
Unit 3,Dalian Xizhongdao Power Station,Dalian Xizhong Island Development Group Co Ltd [95.0%]; Dalian Xizhongdao Public Facilities Management Co Ltd [5.0%],https://www.gem.wiki/Dalian_Xizhongdao_power_station,,50,Pre-Permit,Asia,China,Liaoning,39.44892
Unit 2,Dandong Jinshan Power Station,Shenyang Jinshan Energy Co Ltd,https://www.gem.wiki/Dandong_Jinshan_power_station,,300,Operating,Asia,China,Liaoning,40.10626
Unit 1,Daqing Ethylene Plant Power Station,Petrochina Co Ltd,https://www.gem.wiki/Daqing_Ethylene_Plant_power_station,,40,Operating,Asia,China,Heilongjiang,46.4452
Unit 4,Daqing Ethylene Plant Power Station,Petrochina Co Ltd,https://www.gem.wiki/Daqing_Ethylene_Plant_power_station,,40,Operating,Asia,China,Heilongjiang,46.4452
Unit 1,Daqing Hegong Linyuan Power Station,Enn Energy Holdings [51.0%]; China Development Bank Corp [19.5%]; Daqing Qingye Co Ltd [14.1%]; Daqing Hi Tech Holding Group Co Ltd [12.2%],https://www.gem.wiki/Daqing_Hegong_Linyuan_power_station,,50,Operating,Asia,China,Heilongjiang,46.30763
Unit 3,Daqing Oil Central Power Station,Petrochina Co Ltd,https://www.gem.wiki/Daqing_Oil_Central_power_station,,200,Operating,Asia,China,Heilongjiang,46.55283
Phase Ii,,,,,,,,,,
Unit 2,Datang Binzhou Power Station,China Datang Corp,https://www.gem.wiki/Datang_Binzhou_power_station,,350,Operating,Asia,China,Shandong,37.46663
Unit 2,Datang Chengcheng Aluminum Power Station,China Datang Corp,https://www.gem.wiki/Datang_Chengcheng_Aluminum_power_station,,350,Cancelled,Asia,China,Shaanxi,35.14987
Unit 2,Datang Dingxiang Power Station,China Datang Corp,https://www.gem.wiki/Datang_Dingxiang_power_station,,1000,Cancelled,Asia,China,Shanxi,38.473
Phase Ii,,,,,,,,,,
Unit 1,Datang Golmud Power Station,Datang International Power Generation Co Ltd,https://www.gem.wiki/Datang_Golmud_power_station,,660,Cancelled,Asia,China,Qinghai,36.41667
Unit 1,Datang Guannan Power Station,China Datang Corp,https://www.gem.wiki/Datang_Guannan_power_station,,1000,Cancelled,Asia,China,Jiangsu,34.46467
Unit 3,Datang Hami Dananhu Power Station,China Datang Corp,https://www.gem.wiki/Datang_Hami_Dananhu_power_station,,350,Cancelled,Asia,China,Xinjiang,42.578
Phase I,,,,,,,,,,
Phase Ii Unit 4,Datang Hutubi Power Station,China Huadian Group Corp,https://www.gem.wiki/Datang_Hutubi_power_station,,660,Cancelled,Asia,China,Xinjiang,44.14052
Unit 1,Datang Junan Power Station,China Datang Corp,https://www.gem.wiki/Datang_Junan_power_station,,1000,Cancelled,Asia,China,Shandong,35.33628
Unit 2,Datang Khorgos Cogen Power Station,China Datang Corp,https://www.gem.wiki/Datang_Khorgos_Cogen_power_station,,350,Cancelled,Asia,China,Xinjiang,44.146
Unit 2,Datang Nanjing Xiaguan-2 Power Station,Datang Nanjing Power Plant,https://www.gem.wiki/Datang_Nanjing_Xiaguan-2_power_station,,125,Retired,Asia,China,Jiangsu,32.08771
Unit 2,Datang Nanjing Xiaguan-3 Power Station,Datang Nanjing Power Plant,https://www.gem.wiki/Datang_Nanjing_Xiaguan-3_power_station,,660,Operating,Asia,China,Jiangsu,32.21352
Phase I,,,,,,,,,,
Phase Ii,,,,,,,,,,
Phase Ii,,,,,,,,,,
Unit 2,Datang Shuicheng Power Station,China Datang Corp,https://www.gem.wiki/Datang_Shuicheng_power_station,,660,Cancelled,Asia,China,Guizhou,26.55
Unit 2,Datang Songyuan Power Station,China Datang Corp,https://www.gem.wiki/Datang_Songyuan_power_station,,300,Cancelled,Asia,China,Jilin,45.07431
Unit 2,Datang Wujianfang Power Station,China Datang Corp,https://www.gem.wiki/Datang_Wujianfang_power_station,,660,Shelved,Asia,China,Inner Mongolia,44.59979
Phase Ii,,,,,,,,,,
Unit 1,Datang Yichun Power Station,Datang International Power Generation Co Ltd [51.0%]; Xiamen Jixing Technology Development Co Ltd [49.0%],https://www.gem.wiki/Datang_Yichun_power_station,,350,Cancelled,Asia,China,Jiangxi,27.8
Unit 1,Datang Yuncheng Power Station,China Datang Corp [70.0%]; Shandong Energy Group Co Ltd [21.0%]; Shandong Guohui Investment Co Ltd [6.0%],https://www.gem.wiki/Datang_Yuncheng_power_station,,1000,Permitted,Asia,China,Shandong,35.51839
Unit 1,Datang Zhunger Dalu Power Station,Datang International Power Generation Co Ltd,https://www.gem.wiki/Datang_Zhunger_Dalu_power_station,,1000,Cancelled,Asia,China,Inner Mongolia,39.863
Unit 2,Datang Zhunger Dalu Power Station,Datang International Power Generation Co Ltd,https://www.gem.wiki/Datang_Zhunger_Dalu_power_station,,1000,Cancelled,Asia,China,Inner Mongolia,39.863
Phase 1 Unit 7,Datong Power Station,China National Coal Group [95.0%],https://www.gem.wiki/Datong_power_station,,135,Operating,Asia,China,Shanxi,39.94726
Phase Ii,,,,,,,,,,
Unit 5,Datong-2 Power Station,Gd Power Development Co Ltd,https://www.gem.wiki/Datong-2_power_station,,200,Operating,Asia,China,Shanxi,40.02791
Unit 6,Datun Mine Power Station,Shanghai Datun Energy Resources Co Ltd,https://www.gem.wiki/Datun_Mine_power_station,,135,Retired,Asia,China,Jiangsu,34.86858
Unit 7,Datun Mine Power Station,Shanghai Datun Energy Resources Co Ltd,https://www.gem.wiki/Datun_Mine_power_station,,135,Retired,Asia,China,Jiangsu,34.86858
Unit 1,Dawan Waste Coal Power Station,Sdic Power Holdings Co Ltd [55.0%]; Guizhou Panjiang Refined Coal Co Ltd [45.0%],https://www.gem.wiki/Dawan_Waste_Coal_power_station,,300,Cancelled,Asia,China,Guizhou,26.79937
Unit 2,Debao Aluminum Power Station,Ningbo Ruima Enterprise Management Partnership Lp [41.2%]; Geely Group Co Ltd [33.5%]; Guangxi Baise Industrial Investment Development Group Co Ltd [25.0%],https://www.gem.wiki/Debao_Aluminum_power_station,,350,Construction,Asia,China,Guangxi,23.35897
Unit 11,Dengfeng-1 Power Station,Dengfeng Power Plant Group Co Ltd [52.0%]; Fengrun Hong Kong International Development Investment [26.0%]; Henan Fenglin Industrial Group Co Ltd [7.0%]; Henan Dengfeng Yangcheng Enterprise Group Co Ltd [5.0%],https://www.gem.wiki/Dengfeng-1_power_station,,210,Retired,Asia,China,Henan,34.37391
Unit 7,Dengfeng-1 Power Station,Dengfeng Power Plant Group Co Ltd,https://www.gem.wiki/Dengfeng-1_power_station,,50,Retired,Asia,China,Henan,34.37391
Phase I,,,,,,,,,,
Phase Ii,,,,,,,,,,
Phase Ii,,,,,,,,,,
Unit 3,Diandong Yuwang Power Station,Huaneng Power International Inc,https://www.gem.wiki/Diandong_Yuwang_power_station,,1000,Announced,Asia,China,Yunnan,25.1016
Unit 4,Diandong Yuwang Power Station,Huaneng Power International Inc,https://www.gem.wiki/Diandong_Yuwang_power_station,,1000,Announced,Asia,China,Yunnan,25.1016
Phase I,,,,,,,,,,
Unit 5,Dingzhou Power Station,China Shenhua Energy Co Ltd [40.5%]; Hebei Construction & Investment Group Co Ltd [40.5%]; China Datang Corp [19.0%],https://www.gem.wiki/Dingzhou_power_station,,660,Construction,Asia,China,Hebei,38.51221
Unit 2,Dongfeng Captive Power Station,Dongfeng Motor Corp,https://www.gem.wiki/Dongfeng_Captive_power_station,,50,Retired,Asia,China,Hubei,32.64987
Unit 3,Dongfeng Captive Power Station,Dongfeng Motor Corp,https://www.gem.wiki/Dongfeng_Captive_power_station,,50,Retired,Asia,China,Hubei,32.64987
Unit 2,Dongfeng Cogen Power Station,To Be Determined,https://www.gem.wiki/Dongfeng_Cogen_power_station,,30,Announced,Asia,China,Jilin,42.67721
Unit 3,Dongfeng Cogen Power Station,To Be Determined,https://www.gem.wiki/Dongfeng_Cogen_power_station,,30,Announced,Asia,China,Jilin,42.67721
Unit 1,Dongjiakou Chp Power Station,Huaneng Power International Inc,https://www.gem.wiki/Dongjiakou_CHP_power_station,,350,Operating,Asia,China,Shandong,35.61076
